Home,Away,Wk,HomeGoals,AwayGoals,FTR,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellow,AwayYellow,HomeRed,AwayRed,B365H,B365D,B365A
Angers,Bordeaux,1,2,2,D,9,7,5,4,16,15,0,5,3,2,0,0,2.5,3.1,3.1
Lille,Nantes,1,3,0,H,14,9,5,4,11,17,15,3,2,3,0,0,2,3.2,4.1
Lyon,Strasbourg,1,4,0,H,12,7,7,1,11,16,3,4,2,3,0,0,1.36,5,8.5
Marseille,Dijon,1,3,0,H,18,12,5,1,7,10,7,3,1,0,0,0,1.4,4.75,8
Metz,Guingamp,1,1,3,A,6,13,4,5,9,13,3,3,1,2,0,0,2.8,3.2,2.63
Monaco,Toulouse,1,3,2,H,17,6,7,3,12,23,8,2,1,3,0,0,1.3,5.5,10
Montpellier,Caen,1,1,0,H,10,8,2,1,9,11,9,3,2,1,0,0,1.91,3.5,4.2
Paris S-G,Amiens,1,2,0,H,16,7,5,1,9,12,8,3,0,1,0,0,1.11,9,25
Saint-Étienne,Nice,1,1,0,H,8,6,3,2,11,8,2,7,2,1,0,0,2.2,3.2,3.5
Troyes,Rennes,1,1,1,D,11,16,4,4,13,8,6,7,1,0,0,0,2.6,3.1,2.9
Amiens,Angers,2,0,2,A,10,12,1,6,8,18,5,5,3,2,0,0,2.9,3.1,2.63
Bordeaux,Metz,2,2,0,H,12,6,5,1,17,10,5,1,1,2,0,0,1.44,4.2,8.5
Caen,Saint-Étienne,2,0,1,A,10,6,4,4,12,15,8,2,1,1,0,0,3,3.1,2.5
Dijon,Monaco,2,1,4,A,15,16,3,6,10,12,6,10,0,2,0,0,7,4.2,1.5
Guingamp,Paris S-G,2,0,3,A,4,21,0,8,9,13,4,6,2,2,0,0,15,6,1.22
Nantes,Marseille,2,0,1,A,14,13,3,10,13,12,6,9,1,3,0,0,3.5,3.4,2.15
Nice,Troyes,2,1,2,A,20,10,6,4,11,8,10,4,2,3,0,0,1.53,4,7
Rennes,Lyon,2,1,2,A,17,17,5,8,9,16,14,2,1,3,0,0,3.6,3.5,2
Strasbourg,Lille,2,3,0,H,22,12,9,2,8,13,7,5,1,2,0,1,3.75,3.3,2.1
Toulouse,Montpellier,2,1,0,H,8,14,4,1,25,12,5,3,4,3,0,0,2.2,3.2,3.5
Lille,Caen,3,0,2,A,15,11,4,3,9,12,5,3,2,2,0,0,1.6,3.8,6
Lyon,Bordeaux,3,3,3,D,8,16,5,6,20,16,0,8,2,2,1,0,1.57,4.33,5.5
Marseille,Angers,3,1,1,D,12,11,2,4,20,7,11,2,3,2,1,0,1.6,3.9,5.75
Metz,Monaco,3,0,1,A,9,22,5,5,17,16,6,6,2,1,0,0,10,5,1.3
Montpellier,Strasbourg,3,1,1,D,16,7,5,1,6,18,9,2,2,3,0,0,1.85,3.5,4.5
Nice,Guingamp,3,2,0,H,14,13,8,1,12,15,4,5,2,2,0,0,2,3.3,4
Paris S-G,Toulouse,3,6,2,H,24,7,15,1,8,19,7,1,0,4,1,0,1.08,11,34
Rennes,Dijon,3,2,2,D,14,12,7,4,9,13,7,0,2,4,0,0,1.6,3.9,6
Saint-Étienne,Amiens,3,3,0,H,13,16,5,1,11,12,3,11,2,2,0,0,1.53,4,7
Troyes,Nantes,3,0,1,A,8,11,1,4,7,8,2,10,1,0,0,1,2.5,3.1,3.1
Amiens,Nice,4,3,0,H,12,12,4,3,14,7,3,4,3,3,0,0,3.3,3.2,2.3
Angers,Lille,4,1,1,D,11,13,2,3,10,10,7,1,2,5,0,0,2.25,3.1,3.5
Bordeaux,Troyes,4,2,1,H,12,5,8,2,9,17,4,4,0,1,0,0,1.44,4.5,7.5
Caen,Metz,4,1,0,H,16,9,4,2,11,16,9,3,2,2,0,0,1.85,3.4,4.75
Dijon,Montpellier,4,2,1,H,7,11,2,2,18,14,2,4,2,2,0,0,2.55,3.2,2.88
Guingamp,Strasbourg,4,2,0,H,14,15,6,3,12,14,2,7,1,2,0,0,1.91,3.4,4.33
Monaco,Marseille,4,6,1,H,14,10,8,3,11,14,1,1,2,3,0,0,1.62,4,5.5
Nantes,Lyon,4,0,0,D,6,16,2,3,13,11,1,8,1,1,0,0,3.6,3.4,2.1
Paris S-G,Saint-Étienne,4,3,0,H,14,12,4,2,20,12,8,3,2,3,0,0,1.08,11,29
Toulouse,Rennes,4,3,2,H,11,14,7,3,19,22,3,4,4,3,0,1,2.3,3.1,3.4
Caen,Dijon,5,2,1,H,12,9,3,4,19,17,8,3,1,2,1,0,2.05,3.2,4
Lille,Bordeaux,5,0,0,D,8,17,2,1,11,13,5,3,2,4,1,0,3,3.3,2.45
Lyon,Guingamp,5,2,1,H,12,13,4,6,16,16,3,6,2,2,0,0,1.4,4.75,8.5
Marseille,Rennes,5,1,3,A,10,17,4,4,18,14,5,2,6,1,0,0,1.67,4,5
Metz,Paris S-G,5,1,5,A,8,23,1,12,10,8,6,7,0,1,1,0,19,10,1.13
Montpellier,Nantes,5,0,1,A,11,12,3,4,7,12,8,3,1,2,1,0,2.15,3.2,3.8
Nice,Monaco,5,4,0,H,9,11,5,1,19,14,2,11,2,2,0,0,4.75,3.6,1.8
Saint-Étienne,Angers,5,1,1,D,8,15,4,6,9,19,1,3,3,2,1,1,2.15,3.2,3.75
Strasbourg,Amiens,5,0,1,A,10,8,3,3,22,14,6,0,1,3,1,0,2,3.2,4.2
Troyes,Toulouse,5,0,0,D,11,7,3,0,12,13,4,1,2,3,0,0,2.88,3.2,2.6
Amiens,Marseille,6,0,2,A,8,22,3,6,11,15,6,3,2,3,0,0,4,3.2,2.05
Angers,Metz,6,0,1,A,18,10,5,5,14,14,4,5,1,3,0,0,1.5,4,7.5
Dijon,Saint-Étienne,6,0,1,A,18,16,7,6,13,14,1,4,3,3,0,0,3,3.2,2.5
Guingamp,Lille,6,1,0,H,20,10,4,5,8,17,8,8,1,1,0,0,2.15,3.3,3.5
Monaco,Strasbourg,6,3,0,H,14,10,5,1,13,12,5,5,2,2,0,0,1.18,7.5,15
Nantes,Caen,6,1,0,H,8,8,4,1,12,12,4,3,0,2,0,0,1.95,3.25,4.33
Paris S-G,Lyon,6,2,0,H,14,12,5,5,11,13,9,4,3,2,0,0,1.17,7.5,17
Rennes,Nice,6,0,1,A,17,6,4,3,17,17,6,5,1,5,0,0,2.3,3.2,3.3
Toulouse,Bordeaux,6,0,1,A,16,14,5,4,17,10,3,9,3,1,0,0,2.9,3.1,2.5
Troyes,Montpellier,6,0,1,A,7,9,0,3,19,10,2,6,3,3,1,0,2.8,3.2,2.7
Bordeaux,Guingamp,7,3,1,H,21,10,8,4,14,14,5,2,4,2,0,0,1.73,3.5,5.5
Caen,Amiens,7,1,0,H,17,2,4,0,14,19,7,3,1,2,0,0,1.85,3.3,4.75
Lille,Monaco,7,0,4,A,11,12,2,7,18,14,1,1,1,2,0,0,4.75,3.8,1.7
Lyon,Dijon,7,3,3,D,20,11,6,6,17,19,8,1,1,5,0,0,1.29,5.75,10
Marseille,Toulouse,7,2,0,H,22,8,6,1,11,10,12,5,2,0,0,0,1.53,4.2,6.5
Metz,Troyes,7,0,1,A,15,9,7,2,11,12,5,4,3,3,0,1,2,3.3,4
Montpellier,Paris S-G,7,0,0,D,5,10,2,1,15,13,2,11,2,2,0,0,17,7.5,1.17
Nice,Angers,7,2,2,D,17,15,3,6,13,18,8,1,4,2,0,0,1.8,3.5,4.5
Saint-Étienne,Rennes,7,2,2,D,9,9,4,4,11,14,9,5,3,3,1,0,2.05,3.2,4
Strasbourg,Nantes,7,1,2,A,21,12,6,5,7,5,12,3,1,1,0,0,2.55,3,3.1
Amiens,Lille,8,3,0,H,8,12,4,1,12,10,4,6,3,2,0,0,2.7,3.1,2.7
Angers,Lyon,8,3,3,D,15,13,4,6,12,14,9,4,2,3,0,1,3.25,3.25,2.3
Dijon,Strasbourg,8,1,1,D,13,7,6,1,10,17,7,4,0,2,1,0,2.05,3.2,4
Guingamp,Toulouse,8,1,1,D,6,11,4,2,17,18,6,4,1,2,0,0,1.91,3.4,4.33
Monaco,Montpellier,8,1,1,D,8,15,1,3,19,12,3,4,3,1,0,0,1.36,5,8.5
Nantes,Metz,8,1,0,H,15,9,6,1,14,9,4,4,2,4,0,1,1.67,3.5,6
Nice,Marseille,8,2,4,A,19,17,10,9,14,16,9,5,2,3,0,1,2.38,3.4,3
Paris S-G,Bordeaux,8,6,2,H,11,17,9,6,10,18,1,5,1,2,0,0,1.14,9,15
Rennes,Caen,8,0,1,A,9,10,2,3,14,25,8,3,4,1,0,0,1.91,3.25,4.5
Troyes,Saint-Étienne,8,2,1,H,11,14,7,4,7,17,5,8,3,1,1,1,3.3,3.2,2.3
Bordeaux,Nantes,9,1,1,D,18,14,3,4,13,15,6,2,3,2,0,0,1.67,3.5,6
Caen,Angers,9,0,2,A,22,12,5,4,12,18,4,4,1,4,0,0,2.5,3.1,3.1
Dijon,Paris S-G,9,1,2,A,15,18,5,8,10,13,5,9,3,4,0,0,21,9,1.13
Guingamp,Rennes,9,2,0,H,16,11,9,0,19,15,6,5,3,6,0,1,2.15,3.3,3.5
Lille,Troyes,9,2,2,D,16,10,6,2,16,12,3,1,1,2,1,0,1.55,3.8,6.5
Lyon,Monaco,9,3,2,H,22,14,7,7,9,15,7,5,4,1,0,0,2.1,3.75,3.3
Montpellier,Nice,9,2,0,H,14,15,4,8,14,15,4,7,3,1,0,0,2.4,3.2,3.1
Saint-Étienne,Metz,9,3,1,H,20,10,5,2,10,16,12,5,2,1,0,0,1.53,4,7
Strasbourg,Marseille,9,3,3,D,19,20,9,7,14,9,4,4,3,3,0,0,4.2,3.4,1.91
Toulouse,Amiens,9,1,0,H,16,7,6,2,14,21,3,0,1,5,0,1,1.73,3.5,5
Amiens,Bordeaux,10,1,0,H,13,14,4,4,12,13,4,3,3,1,0,0,5.5,3.79,1.64
Angers,Toulouse,10,0,1,A,14,3,4,1,11,16,4,2,2,4,0,0,2,3.39,4
Marseille,Paris S-G,10,2,2,D,11,7,3,3,18,14,3,4,4,3,0,1,6.5,5,1.44
Metz,Dijon,10,1,2,A,15,8,5,6,11,15,2,5,1,2,1,0,2.75,3.29,2.62
Monaco,Caen,10,2,0,H,15,8,6,1,12,17,7,7,3,2,0,0,1.33,5,10
Nantes,Guingamp,10,2,1,H,9,10,3,4,13,12,3,6,3,1,0,0,2.1,3.29,3.75
Nice,Strasbourg,10,1,2,A,14,15,9,6,5,5,9,1,0,1,0,1,1.57,4,6
Rennes,Lille,10,1,0,H,9,7,6,1,13,17,2,6,1,2,0,1,2.14,3.29,3.5
Saint-Étienne,Montpellier,10,0,1,A,21,15,4,4,25,17,6,2,2,3,0,0,2.14,3.25,3.6
Troyes,Lyon,10,0,5,A,9,14,3,10,12,13,4,3,2,2,1,0,5,4,1.66
Bordeaux,Monaco,11,0,2,A,12,12,4,5,22,12,6,2,2,0,0,0,2.5,3.39,2.79
Caen,Troyes,11,1,0,H,16,8,3,3,12,13,6,6,1,3,0,0,1.66,3.6,5.75
Dijon,Nantes,11,1,0,H,6,10,1,0,15,19,1,5,3,2,0,0,2.6,3.1,2.89
Guingamp,Amiens,11,1,1,D,12,7,4,2,16,20,5,5,1,5,0,1,1.66,3.5,6
Lille,Marseille,11,0,1,A,18,10,7,3,18,17,11,4,2,3,0,0,3.39,3.25,2.25
Lyon,Metz,11,2,0,H,12,7,4,4,13,17,3,2,0,3,0,0,1.18,7.5,15
Montpellier,Rennes,11,0,1,A,9,7,4,2,15,17,4,1,4,2,0,0,2.04,3.1,4.09
Paris S-G,Nice,11,3,0,H,16,8,8,1,10,9,8,2,0,0,0,0,1.14,9,17
Strasbourg,Angers,11,2,2,D,14,5,6,2,10,12,4,2,3,2,0,0,2.7,3.1,2.79
Toulouse,Saint-Étienne,11,0,0,D,11,4,4,2,16,19,7,1,2,3,0,0,2.2,3.1,3.6
Angers,Paris S-G,12,0,5,A,9,15,3,7,8,13,2,4,1,3,0,0,15,7,1.19
Marseille,Caen,12,5,0,H,28,11,11,3,5,9,13,6,0,0,0,0,1.53,4,7
Metz,Lille,12,0,3,A,19,14,5,7,13,19,9,0,3,2,0,0,3.29,3.2,2.29
Monaco,Guingamp,12,6,0,H,18,12,9,3,17,9,4,1,1,1,0,0,1.44,4.75,7
Montpellier,Amiens,12,1,1,D,10,12,3,1,11,12,3,2,2,1,0,0,1.75,3.39,5.5
Nantes,Toulouse,12,2,1,H,11,10,6,3,20,16,9,4,2,4,0,0,2,3.1,4.33
Nice,Dijon,12,1,0,H,11,13,4,4,14,9,6,4,1,1,1,0,1.72,3.6,5.25
Rennes,Bordeaux,12,1,0,H,6,6,2,0,14,26,8,0,2,5,0,0,3.25,3.25,2.29
Saint-Étienne,Lyon,12,0,5,A,13,13,2,10,22,17,5,1,1,2,1,0,4.2,3.39,1.95
Troyes,Strasbourg,12,3,0,H,13,10,6,2,18,8,4,1,3,1,0,1,2.75,3.29,2.62
Amiens,Monaco,13,1,1,D,10,15,2,4,15,15,4,4,2,3,0,0,5.25,3.79,1.66
Bordeaux,Marseille,13,1,1,D,9,14,3,3,16,14,3,6,4,2,0,0,2.29,3.39,3.1
Caen,Nice,13,1,1,D,18,12,4,7,10,11,12,3,2,3,0,0,2.6,3.1,2.89
Dijon,Troyes,13,3,1,H,15,11,8,4,13,12,4,4,1,1,0,0,1.9,3.39,4.33
Guingamp,Angers,13,1,1,D,9,10,2,2,15,18,1,7,4,4,1,0,2.29,3.2,3.29
Lille,Saint-Étienne,13,3,1,H,12,8,5,3,10,16,8,10,2,3,0,0,2.1,3.25,3.75
Lyon,Montpellier,13,0,0,D,15,15,3,2,11,9,9,6,2,1,0,0,1.39,4.5,9
Paris S-G,Nantes,13,4,1,H,23,8,10,1,9,17,9,2,2,3,0,0,1.11,10,21
Strasbourg,Rennes,13,2,1,H,11,13,5,4,18,8,6,7,1,0,0,1,2.29,3.2,3.29
Toulouse,Metz,13,0,0,D,21,12,3,5,16,11,9,4,2,3,0,1,1.72,3.6,5.25
Caen,Bordeaux,14,1,0,H,12,10,2,2,13,14,4,8,2,3,0,0,3.39,3.1,2.29
Dijon,Toulouse,14,3,1,H,13,12,5,4,11,16,6,2,3,2,0,0,2.25,3.2,3.39
Marseille,Guingamp,14,1,0,H,21,4,7,1,11,13,6,2,2,2,0,0,1.5,4.33,6.5
Metz,Amiens,14,0,2,A,21,11,6,2,17,8,8,1,1,0,0,0,2.37,3.2,3.2
Monaco,Paris S-G,14,1,2,A,8,18,2,5,17,13,1,4,3,4,0,0,5.25,4.75,1.53
Montpellier,Lille,14,3,0,H,18,10,6,4,13,14,6,7,1,6,0,0,2.14,3.2,3.7
Nice,Lyon,14,0,5,A,10,11,3,7,19,13,2,2,5,3,1,0,3.29,3.39,2.2
Rennes,Nantes,14,2,1,H,15,10,5,1,17,14,8,2,3,6,0,1,2.39,3.1,3.2
Saint-Étienne,Strasbourg,14,2,2,D,12,10,6,4,14,10,7,4,4,2,0,0,2,3.5,3.75
Troyes,Angers,14,3,0,H,9,7,3,3,15,15,4,3,2,4,0,0,3.2,3.2,2.37
Amiens,Dijon,15,2,1,H,8,16,5,6,5,14,3,6,0,3,0,0,2.37,3.1,3.25
Angers,Rennes,15,1,2,A,10,8,4,3,9,11,7,4,0,1,0,0,2.1,3.2,3.79
Bordeaux,Saint-Étienne,15,3,0,H,12,11,6,5,12,19,2,6,1,2,0,0,1.83,3.39,4.75
Guingamp,Montpellier,15,0,0,D,10,6,1,4,15,21,8,3,1,3,0,0,2.39,3.1,3.25
Lyon,Lille,15,1,2,A,21,7,5,3,8,13,4,2,0,1,0,0,1.33,5,10
Metz,Marseille,15,0,3,A,9,21,4,8,13,8,0,9,1,0,0,0,6.5,4.33,1.5
Nantes,Monaco,15,1,0,H,16,9,5,1,9,12,11,5,0,0,0,0,3.75,3.39,2.04
Paris S-G,Troyes,15,2,0,H,19,6,6,3,14,16,11,1,0,1,0,0,1.04,17,34
Strasbourg,Caen,15,0,0,D,6,15,3,1,13,13,2,3,1,2,0,0,1.95,3.25,4.2
Toulouse,Nice,15,1,2,A,14,8,3,4,16,12,6,4,3,4,1,1,2.62,3,2.89
Caen,Lyon,16,1,2,A,19,11,4,4,18,15,9,4,1,3,0,0,4.33,3.6,1.85
Dijon,Bordeaux,16,3,2,H,17,14,5,6,15,14,6,4,2,2,0,0,3.1,3.1,2.5
Lille,Toulouse,16,1,0,H,10,10,3,3,17,18,3,6,2,3,0,0,2.04,3.29,3.89
Monaco,Angers,16,1,0,H,5,8,3,3,13,19,5,3,3,3,0,0,1.39,4.75,8
Montpellier,Marseille,16,1,1,D,13,6,4,2,9,23,1,3,4,2,0,0,3.39,3.29,2.2
Nice,Metz,16,3,1,H,15,13,7,5,10,17,1,5,0,2,0,0,1.44,4,8.5
Rennes,Amiens,16,2,0,H,25,6,5,2,10,7,16,0,1,5,0,0,2,3,4.75
Saint-Étienne,Nantes,16,1,1,D,13,22,4,6,18,10,5,9,4,1,0,0,2.29,3,3.6
Strasbourg,Paris S-G,16,2,1,H,5,29,2,5,20,5,0,13,4,3,0,0,15,8,1.16
Troyes,Guingamp,16,0,1,A,14,11,3,5,13,9,5,3,2,2,1,1,2.62,3.1,2.89
Amiens,Lyon,17,1,2,A,14,12,6,3,11,15,2,2,1,2,0,0,5.5,4,1.61
Angers,Montpellier,17,1,1,D,13,10,4,6,15,10,5,4,3,2,0,0,2.39,3.1,3.25
Bordeaux,Strasbourg,17,0,3,A,12,10,2,4,14,10,10,5,3,1,0,0,1.64,3.75,5.75
Guingamp,Dijon,17,4,0,H,17,8,9,1,5,7,18,2,0,0,0,1,2.1,3.29,3.75
Marseille,Saint-Étienne,17,3,0,H,18,5,7,1,13,10,7,2,1,2,0,1,1.5,4.2,7
Metz,Rennes,17,1,1,D,13,5,6,4,14,11,5,6,3,3,0,0,3.7,3,2.25
Monaco,Troyes,17,3,2,H,19,5,6,3,14,22,16,1,4,5,0,0,1.3,5.5,10
Nantes,Nice,17,1,2,A,22,12,4,5,13,12,5,3,1,4,0,0,2.1,3.1,3.89
Paris S-G,Lille,17,3,1,H,14,7,5,2,14,19,5,4,2,2,0,0,1.12,9,21
Toulouse,Caen,17,2,0,H,10,11,3,3,15,10,4,5,1,2,0,0,2.25,2.89,3.79
Caen,Guingamp,18,0,0,D,11,8,2,5,20,13,5,4,2,4,0,0,2.14,3.25,3.6
Dijon,Lille,18,3,0,H,13,9,8,5,14,9,3,4,1,1,0,0,2.25,3.2,3.39
Lyon,Marseille,18,2,0,H,8,19,5,5,10,19,5,10,0,2,0,0,2.04,3.6,3.5
Montpellier,Metz,18,1,3,A,9,6,3,4,10,21,3,2,1,2,0,0,1.44,4.2,8
Nantes,Angers,18,1,0,H,10,7,4,0,9,15,3,6,3,2,1,0,2.04,3.2,4
Nice,Bordeaux,18,1,0,H,11,10,3,1,10,15,2,4,1,2,0,0,2.29,3.25,3.2
Rennes,Paris S-G,18,1,4,A,14,21,2,10,16,10,4,11,4,3,1,1,11,7,1.22
Saint-Étienne,Monaco,18,0,4,A,5,22,3,9,11,11,4,4,1,0,1,0,4.75,3.75,1.75
Strasbourg,Toulouse,18,2,1,H,9,11,5,3,17,15,5,5,2,4,0,0,2.1,3.2,3.7
Troyes,Amiens,18,1,0,H,19,11,7,3,18,14,9,0,4,2,0,0,2.29,3.1,3.39
Amiens,Nantes,19,0,1,A,12,14,5,5,17,13,5,2,3,2,0,0,2.79,3.1,2.7
Angers,Dijon,19,2,1,H,24,16,11,3,16,18,7,3,3,4,0,1,2.14,3.25,3.6
Bordeaux,Montpellier,19,0,2,A,8,14,1,6,14,13,4,2,3,3,0,0,2.1,3.2,3.79
Guingamp,Saint-Étienne,19,2,1,H,27,3,6,3,13,13,10,0,3,2,0,1,1.9,3.25,4.5
Lille,Nice,19,1,1,D,5,8,1,3,18,11,3,4,2,4,0,0,2.54,3.2,2.89
Marseille,Troyes,19,3,1,H,20,8,8,3,11,13,8,2,1,0,0,0,1.3,5.5,10
Metz,Strasbourg,19,3,0,H,26,7,9,2,17,13,10,8,4,1,0,0,3,3.29,2.45
Monaco,Rennes,19,2,1,H,14,8,4,2,21,19,8,1,3,2,0,0,1.39,4.75,8
Paris S-G,Caen,19,3,1,H,21,9,7,4,7,12,5,6,2,2,0,0,1.07,12,29
